search_term,keyword,match_type,campaign_id,campaign_name,ad_group_id,ad_group_name,impressions,clicks,cost,conversions
adesa auto transport,car transport service,BROAD,22941603101,Canada-US,183793632919,MOF Canada-US Phrase,1,0,0.0,0.0
adesa auto transport,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,17,1,2.93,0.0
adesa car shipping,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
adesa transport,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
adesa transport services,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,3,0,0.0,0.0
advanced auto transport,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
advantage transport,car shipping,BROAD,22942113116,TOF US-US Broad,189741124772,TOF-US,1,0,0.0,0.0
agencia de transporte de vehículos cerca de mi,car shipping,BROAD,22942113116,TOF US-US Broad,189741124772,TOF-US,3,0,0.0,0.0
air transport car,car shipping,BROAD,22942113116,TOF US-US Broad,189741124772,TOF-US,1,0,0.0,0.0
alberta car transport,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
all transport depot,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
allied van lines car shipping,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
allstate carship,car shipping canada,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,2,0,0.0,0.0
ameri auto transport,car transport service,BROAD,22941603101,Canada-US,183793632919,MOF Canada-US Phrase,3,0,0.0,0.0
ameri auto transport,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
ameri auto transport llc,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
american auto shipping,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,2,0,0.0,0.0
american carship inc,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,2,0,0.0,0.0
american connection auto transport,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,2,0,0.0,0.0
amerifreight auto transport,car shipping,BROAD,22942113116,TOF US-US Broad,189741124772,TOF-US,1,0,0.0,0.0
amerifreight car shipping,car shipping,BROAD,22941603101,Canada-US,183793632959,TOF Canada-US Broad,2,0,0.0,0.0
aml transport,transport services,BROAD,22942113116,TOF US-US Broad,189741124772,TOF-US,1,0,0.0,0.0
amtrak vehicle shipping,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
amtrak vehicle transport,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,2,0,0.0,0.0
apex auto transport,transport services,BROAD,22942113116,TOF US-US Broad,189741124772,TOF-US,1,0,0.0,0.0
arc worldwide shipping,international shipping,BROAD,22941603101,Canada-US,183793632959,TOF Canada-US Broad,1,0,0.0,0.0
asendia delivery,international shipping,BROAD,22941603101,Canada-US,183793632959,TOF Canada-US Broad,1,0,0.0,0.0
atlantic auto transport,car shipping,BROAD,22942113116,TOF US-US Broad,189741124772,TOF-US,1,0,0.0,0.0
atlantic express,international shipping,BROAD,22941603101,Canada-US,183793632959,TOF Canada-US Broad,1,0,0.0,0.0
atlas shippers price list,international shipping,BROAD,22941603101,Canada-US,183793632959,TOF Canada-US Broad,1,0,0.0,0.0
atoz auto transport,car shipping,BROAD,22942113116,TOF US-US Broad,189741124772,TOF-US,1,0,0.0,0.0
auction and dealer auto transport,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
auto carrier corp,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,3,0,0.0,0.0
auto carriers near me,car shipping,BROAD,22942113116,TOF US-US Broad,189741124772,TOF-US,1,0,0.0,0.0
auto driveaway canada,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
auto freight carriers llc,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
auto haul,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
auto haulaway,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,2,0,0.0,0.0
auto hauler,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
auto haulers,car shipping,BROAD,22942113116,TOF US-US Broad,189741124772,TOF-US,2,0,0.0,0.0
auto haulers canada,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
auto haulers near me,car shipping,BROAD,22942113116,TOF US-US Broad,189741124772,TOF-US,1,2,11.481912,0.0
auto hauling companies,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,2,2,4.77,2.0
auto move canada,car transport service,BROAD,22941603101,Canada-US,183793632919,MOF Canada-US Phrase,1,0,0.0,0.0
auto movers,car transport service,BROAD,22941603101,Canada-US,183793632919,MOF Canada-US Phrase,1,0,0.0,0.0
auto movers,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
auto movers near me,car shipping,BROAD,22942113116,TOF US-US Broad,189741124772,TOF-US,1,0,0.0,0.0
auto moves,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
auto plane islip,car shipping,BROAD,22942113116,TOF US-US Broad,189741124772,TOF-US,3,0,0.0,0.0
auto ship quote,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,3,0,0.0,0.0
auto shipped,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
auto shippers,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,2,0,0.0,0.0
auto shippers canada,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,1,3.519999,1.0
auto shipping,car transport service,BROAD,22941603101,Canada-US,183793632919,MOF Canada-US Phrase,1,0,0.0,0.0
auto shipping,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,3,0,0.0,0.0
auto shipping calculator,car shipping,BROAD,22941603101,Canada-US,183793632959,TOF Canada-US Broad,1,0,0.0,0.0
auto shipping calculator,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
auto shipping canada,car transport service,BROAD,22941603101,Canada-US,183793632919,MOF Canada-US Phrase,1,0,0.0,0.0
auto shipping canada,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,5,0,0.0,0.0
auto shipping companies in canada,car transport service,BROAD,22941603101,Canada-US,183793632919,MOF Canada-US Phrase,1,0,0.0,0.0
auto shipping group,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,3,0,0.0,0.0
auto shipping in canada,car transport service,BROAD,22941603101,Canada-US,183793632919,MOF Canada-US Phrase,1,0,0.0,0.0
auto shipping in canada,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
auto shipping quote,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,2,1,4.16,0.0
auto shipping rates,car transport service,BROAD,22941603101,Canada-US,183793632919,MOF Canada-US Phrase,1,0,0.0,0.0
auto shipping to florida,auto shipping to florida,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
auto shipping us to canada,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,1,3.63,2.0
auto train canada,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
auto train from florida to nj,car shipping,BROAD,22942113116,TOF US-US Broad,189741124772,TOF-US,1,0,0.0,0.0
auto train from virginia to florida,car transport service,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
auto train to florida,automobile transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
auto train to florida,car shipping,BROAD,22942113116,TOF US-US Broad,189741124772,TOF-US,1,0,0.0,0.0
auto train to florida cost,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
auto transit,car shipping,BROAD,22942113116,TOF US-US Broad,189741124772,TOF-US,2,0,0.0,0.0
auto transit,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,4,0,0.0,0.0
auto transport,car shipping,BROAD,22941603101,Canada-US,183793632959,TOF Canada-US Broad,4,1,1.99,0.0
auto transport,car shipping,BROAD,22942113116,TOF US-US Broad,189741124772,TOF-US,3,0,0.0,0.0
auto transport,car transport service,BROAD,22941603101,Canada-US,183793632919,MOF Canada-US Phrase,3,0,0.0,0.0
auto transport,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,17,1,4.48188,2.0
auto transport by rail,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
auto transport canada,car shipping,BROAD,22941603101,Canada-US,183793632959,TOF Canada-US Broad,4,0,0.0,0.0
auto transport canada,car transport service,BROAD,22941603101,Canada-US,183793632919,MOF Canada-US Phrase,5,0,0.0,0.0
auto transport canada,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,5,2,10.12,0.0
auto transport canada to us,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,3,0,0.0,0.0
auto transport canada to usa,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
auto transport companies,auto shipping company,PHRASE,22942113116,TOF US-US Broad,189741124772,TOF-US,1,0,0.0,0.0
auto transport companies,car shipping,BROAD,22942113116,TOF US-US Broad,189741124772,TOF-US,2,0,0.0,0.0
auto transport companies,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,5,0,0.0,0.0
auto transport companies to avoid,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
auto transport company,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
auto transport costs,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
auto transport depot,automobile transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,2,0,0.0,0.0
auto transport from canada to us,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,4,0,0.0,0.0
auto transport from florida,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,2,1,5.44,1.0
auto transport group,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
auto transport inc,car transport service,BROAD,22941603101,Canada-US,183793632919,MOF Canada-US Phrase,1,0,0.0,0.0
auto transport international,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
auto transport maine to florida,car shipping,BROAD,22942113116,TOF US-US Broad,189741124772,TOF-US,1,0,0.0,0.0
auto transport near me,car shipping,BROAD,22942113116,TOF US-US Broad,189741124772,TOF-US,1,0,0.0,0.0
auto transport nj to fl,car shipping,BROAD,22942113116,TOF US-US Broad,189741124772,TOF-US,1,0,0.0,0.0
auto transport ontario,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
auto transport services,car transport service,BROAD,22941603101,Canada-US,183793632919,MOF Canada-US Phrase,4,1,3.33,0.0
auto transport services,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
auto transport solutions,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
auto transport to florida,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
auto transport us to canada,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,2,1,4.21,0.0
auto transportation service,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
auto transportation services,car shipping,BROAD,22941603101,Canada-US,183793632959,TOF Canada-US Broad,1,0,0.0,0.0
auto transportation services,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
auto trucking,car transport service,BROAD,22941603101,Canada-US,183793632919,MOF Canada-US Phrase,1,0,0.0,0.0
auto trucking,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
automobile shipping,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
automotive transport service,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
automotive transportation,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
automovers,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,1,2.49,0.0
automoves,shipping an automobile,BROAD,22941603101,Canada-US,183793632919,MOF Canada-US Phrase,2,0,0.0,0.0
automoves,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,6,0,0.0,0.0
autorail,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,2,0,0.0,0.0
autoshiper,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
autoshipper,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
autoshippers,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,16,0,0.0,0.0
autoshippers canada,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,2,0,0.0,0.0
autoshipping,car transport service,BROAD,22941603101,Canada-US,183793632919,MOF Canada-US Phrase,1,0,0.0,0.0
autoshipping,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,3,0,0.0,0.0
autotransport,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,2,0,0.0,0.0
bc car transport,car shipping,BROAD,22941603101,Canada-US,183793632959,TOF Canada-US Broad,1,0,0.0,0.0
bc car transport,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,1,3.78,0.0
bello transport,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
best car haulers,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
best car shipping companies in canada,car shipping,BROAD,22941603101,Canada-US,183793632959,TOF Canada-US Broad,1,0,0.0,0.0
best car shipping companies in canada,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,1,5.85,2.0
best car shipping company canada,car shipping,BROAD,22941603101,Canada-US,183793632959,TOF Canada-US Broad,3,0,0.0,0.0
best car shipping company canada,car transport service,BROAD,22941603101,Canada-US,183793632919,MOF Canada-US Phrase,7,1,2.453333,0.0
best car shipping company canada,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,18,1,1.13,0.0
best car shipping company in canada,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,1,5.37,1.0
best car shipping company usa to canada,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,2,0,0.0,0.0
best car shipping from canada to us,car shipping,BROAD,22941603101,Canada-US,183793632959,TOF Canada-US Broad,2,1,1.941635,0.0
best car shipping from canada to us,car transport service,BROAD,22941603101,Canada-US,183793632919,MOF Canada-US Phrase,1,0,0.0,0.0
best car shipping from canada to us,car transport to florida,BROAD,22941603101,Canada-US,183793632919,MOF Canada-US Phrase,1,0,0.0,0.0
best car shipping from canada to us,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,2,0,0.0,0.0
best car shipping service,car shipping,BROAD,22942113116,TOF US-US Broad,189741124772,TOF-US,1,0,0.0,0.0
best car transport service,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
best long distance towing companies,car transport service,BROAD,22941603101,Canada-US,183793632919,MOF Canada-US Phrase,1,0,0.0,0.0
best long distance towing companies,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
best rated auto transport companies bbb,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,2,0,0.0,0.0
best shipping car company,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,4,0,0.0,0.0
better business bureau auto transport,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
black shark transport,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
bluewater shipping,international shipping,BROAD,22941603101,Canada-US,183793632959,TOF Canada-US Broad,1,0,0.0,0.0
boston auto transport,car shipping,BROAD,22942113116,TOF US-US Broad,189741124772,TOF-US,1,0,0.0,0.0
boston to florida car shipping,car shipping,BROAD,22942113116,TOF US-US Broad,189741124772,TOF-US,1,0,0.0,0.0
boychuk transport,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
bring car from canada to us,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,2,0,0.0,0.0
bringing a car from canada to us,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,2,0,0.0,0.0
bringing a car from us to canada,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
bringing a car from usa to canada,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
bringing car from canada to us,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
broker to import car from canada to us,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
budget auto transporter,transport services,BROAD,22942113116,TOF US-US Broad,189741124772,TOF-US,1,0,0.0,0.0
ca shipping company,international shipping,BROAD,22941603101,Canada-US,183793632959,TOF Canada-US Broad,1,0,0.0,0.0
calgary car shipping,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,2,0,0.0,0.0
calgary to toronto car shipping,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,4,0,0.0,0.0
call fedex canada,international shipping,BROAD,22941603101,Canada-US,183793632959,TOF Canada-US Broad,1,0,0.0,0.0
can i get my car shipped to another state,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
can i get my car transported to another state,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
can i take my car from canada to usa permanently,automobile transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
can i travel by train with my car,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
can you hire someone to drive your car across country,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
can you ship a car to hawaii,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
can you ship your car on a train,car transport service,BROAD,22941603101,Canada-US,183793632919,MOF Canada-US Phrase,1,1,6.03,1.0
can you ship your car on a train,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,3,0,0.0,0.0
can you tow a car across states,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,3,0,0.0,0.0
canada auto transport,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
canada car delivery,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
canada car shipping,car shipping,BROAD,22941603101,Canada-US,183793632959,TOF Canada-US Broad,1,0,0.0,0.0
canada car shipping,car transport service,BROAD,22941603101,Canada-US,183793632919,MOF Canada-US Phrase,3,0,0.0,0.0
canada car shipping,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,7,0,0.0,0.0
canada car shipping companies,car transport service,BROAD,22941603101,Canada-US,183793632919,MOF Canada-US Phrase,1,0,0.0,0.0
canada car transport,car transport service,BROAD,22941603101,Canada-US,183793632919,MOF Canada-US Phrase,1,0,0.0,0.0
canada car transport,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,2,0,0.0,0.0
canada dhl customer service,international shipping,BROAD,22941603101,Canada-US,183793632959,TOF Canada-US Broad,1,0,0.0,0.0
canada post shipping rates,international shipping,BROAD,22941603101,Canada-US,183793632959,TOF Canada-US Broad,1,0,0.0,0.0
canada to india car shipping cost,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
canada to us car import,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,2,0,0.0,0.0
canada to us car shipping,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
canada to us shipping cost calculator,international shipping,BROAD,22941603101,Canada-US,183793632959,TOF Canada-US Broad,1,0,0.0,0.0
canada to us vehicle transport,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,2,0,0.0,0.0
canada to usa car import,car shipping to usa,BROAD,22941603101,Canada-US,183793632919,MOF Canada-US Phrase,1,0,0.0,0.0
canada to usa car shipping,car shipping,BROAD,22941603101,Canada-US,183793632959,TOF Canada-US Broad,1,0,0.0,0.0
canada to usa car shipping,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,2,0,0.0,0.0
canada to usa car transport,car shipping,BROAD,22941603101,Canada-US,183793632959,TOF Canada-US Broad,1,1,2.74,1.0
canada to usa car transport,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,4,0,0.0,0.0
canada uniuni,international shipping,BROAD,22941603101,Canada-US,183793632959,TOF Canada-US Broad,1,0,0.0,0.0
canada us car transport,car transport service,BROAD,22941603101,Canada-US,183793632919,MOF Canada-US Phrase,1,0,0.0,0.0
canada us shipping service,international shipping,BROAD,22941603101,Canada-US,183793632959,TOF Canada-US Broad,1,0,0.0,0.0
canada vehicle shipping,car transport service,BROAD,22941603101,Canada-US,183793632919,MOF Canada-US Phrase,2,0,0.0,0.0
canadadriveaway,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
canadapost ca new us duties,international shipping,BROAD,22941603101,Canada-US,183793632959,TOF Canada-US Broad,1,0,0.0,0.0
canadian auto shippers,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
canadian auto transport,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,1,5.17,2.0
canadian car shipping,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,2,0,0.0,0.0
canadian car shipping companies,car shipping,BROAD,22942113116,TOF US-US Broad,189741124772,TOF-US,2,0,0.0,0.0
canadian car shipping company,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
canadian car shipping reviews,car shipping,BROAD,22942113116,TOF US-US Broad,189741124772,TOF-US,5,0,0.0,0.0
canadian car transport companies,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
canadian shipping,international shipping,BROAD,22941603101,Canada-US,183793632959,TOF Canada-US Broad,1,0,0.0,0.0
canpar com,international shipping,BROAD,22941603101,Canada-US,183793632959,TOF Canada-US Broad,1,0,0.0,0.0
canpar surrey,international shipping,BROAD,22941603101,Canada-US,183793632959,TOF Canada-US Broad,1,0,0.0,0.0
canpar timmins,international shipping,BROAD,22941603101,Canada-US,183793632959,TOF Canada-US Broad,1,0,0.0,0.0
canus auto transport,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,1,0,0.0,0.0
car carrier,car carrier,BROAD,22942113116,TOF US-US Broad,189741124772,TOF-US,1,0,0.0,0.0
car carrier,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,7,0,0.0,0.0
car carrier rental,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,3,0,0.0,0.0
car carrier service near me,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,2,1,1.46,0.0
car carrier ship,vehicle transport,BROAD,22941603101,Canada-US,183793632879,BOF Canada-US Exact,4,1,3.08,1.0
