application_id,click_id,click_id_type,click_id_source,bucket,bucket_detail,category,subcategory,attribution,approved,funded,production_value,lifetime_value,product_family,report_completion_timestamp
214940,0AAAABB9wW7ND5ITAzKYCcMGQAV6Xc317C,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/sem/kcu_-_personal_-_non-brand_-_clallam/certificate of deposit/mr-5191/campaign id: 23371442105,1,0,0.0,0.0,Xpress App,2026-01-23 19:11:39.000
214957,0AAAABB9wW7MBhLsocbSUWRjcegGHtbL-f,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/sem/kcu_-_personal_-_brand/kitsap credit union/mr-5116/campaign id: 23228929821,1,0,0.0,0.0,Xpress App,2026-01-23 20:25:07.000
1056227,0AAAABB9wW7PPPikMgC6HWD2e2VHWsQtfr,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/sem/kcu_-_personal_-_brand/kitsap credit union/mr-5116/campaign id: 23228929821,0,0,0.0,0.0,Credit Card,2026-01-23 20:30:50.000
1056360,0AAAABB9wW7PPPikMgC6HWD2e2VHWsQtfr,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/sem/kcu_-_personal_-_brand/kitsap credit union/mr-5116/campaign id: 23228929821,0,0,0.0,0.0,Vehicle Loan,2026-01-23 23:51:09.000
215001,ClkKCAiA4KfLBhAaEkkAOBjX-e11w6kYkQjr7x0-yNyZh7qHEMx-BZ-_Ss6ofQis-Bce-4hgJydZCrShGgNzFCbh2Mp08jvFBoHFCOtIK9GJiE17p7wuGgIBbQ,wbraid,wbraid,A_wrong_click_id_type,wbraid,Paid,YouTube,utm: youtube/video/kcu_-_yt_-_awa/mr-5116,1,1,25.0,1500.0,Xpress App,2026-01-24 00:03:13.000
1056392,0AAAABB9wW7Ph4FPidVokUI5LPfnTql__f,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/sem/kcu_-_personal_-_brand/kitsap credit union/mr-5116/campaign id: 23379709610,1,1,86000.0,30960.0,Home Equity Loan,2026-01-24 00:44:10.000
1056452,0AAAABB9wW7OTf4PH9sPdTwVXc6gLjHPL4,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Ads,utm: campaign id: 23430737916,1,1,40000.0,10400.0,Personal Loan,2026-01-24 01:44:51.000
1056463,2ed7cfc91a421dbf82e4a6bd00a04459,msclkid,msclkid,A_wrong_click_id_type,msclkid,Paid,Bing,utm: bing/sem/kcu_-_personal_-_non-brand/online banking services,0,0,0.0,0.0,Personal Loan,2026-01-24 02:04:59.000
1056470,0AAAABB9wW7OiIMO0DtQsKSOl-3lN8OxZf,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Ads,utm: campaign id: 23430737916,0,0,0.0,0.0,Vehicle Loan,2026-01-24 02:15:51.000
215057,57f622e1e5ce11eee7b44b94b411f805,msclkid,msclkid,A_wrong_click_id_type,msclkid,Paid,Bing,utm: bing/sem/kcu_-_personal_-_brand/kitsap credit union,1,1,25.0,1500.0,Xpress App,2026-01-25 00:16:43.000
215060,0AAAABB9wW7PSuEsqtg8m4FLzVB_68Huh3,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/sem/kcu_-_personal_-_brand/kitsap credit union silverdale/mr-5116/campaign id: 23228929821,0,0,0.0,0.0,Xpress App,2026-01-25 00:51:35.000
1056859,IwY2xjawPc_FxleHRuA2FlbQEwAGFkaWQAAAZQ-lPn53NydGMGYXBwX2lkDzI0NTc5MDgxODk1NTg2OAABHsGzmuF4Pi295VjHl3zTKorQAUejnjgWsOZra42sdFrcMKtoD8QrFheECLbO_aem_671RSU3WNkT8lh7XwZR_5g,fbclid,fbclid,A_wrong_click_id_type,fbclid,Paid,Meta,utm: an/paid-social/add3_leads_bussiness-performance-checking/6943244088791/{{ad_name}}/mr-4920,1,0,0.0,0.0,Vehicle Loan,2026-01-25 00:59:07.000
215063,0AAAABB9wW7P30C1nXLYNTYqBOgmi7ZHxg,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/sem/kcu_-_personal_-_brand/kitsap credit union silverdale/mr-5116/campaign id: 23228929821,1,0,0.0,0.0,Xpress App,2026-01-25 01:36:33.000
215065,0AAAABB9wW7Pg16N-VOCzdcd0RiGW7dGkL,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Ads,utm: campaign id: 23430737916,0,0,0.0,0.0,Xpress App,2026-01-25 02:24:45.000
215071,0AAAABB9wW7P30C1nXLYNTYqBOgmi7ZHxg,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/sem/kcu_-_personal_-_brand/kitsap credit union/mr-5116/campaign id: 23228929821,0,0,0.0,0.0,Xpress App,2026-01-25 05:51:46.000
215073,0AAAABB9wW7P30C1nXLYNTYqBOgmi7ZHxg,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/sem/kcu_-_personal_-_brand/kitsap credit union/mr-5116/campaign id: 23228929821,0,0,0.0,0.0,Xpress App,2026-01-25 05:58:31.000
215075,IwZXh0bgNhZW0BMABhZGlkAAAGT-VdzmdzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeVcBYAgQa8TjS7JHiQbDwSeVMZF6np9rbW9mgecSha4LC17q2TaNpa-5GUpw_aem_zuHMe70xe6fT7dkbxrWrhQ,fbclid,fbclid,A_wrong_click_id_type,fbclid,Paid,Meta,utm: fb/paid-social/add3_leads_kraken/6937163033791/{{ad_name}}/mr-5065,0,0,0.0,0.0,Xpress App,2026-01-25 10:26:35.000
215078,0AAAABB9wW7Nh_KlUVNWoRY2eIpp3OBaUK,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/sem/kcu_-_personal_-_non-brand_-_clallam/online checking account/mr-5191/campaign id: 23371442105,0,0,0.0,0.0,Xpress App,2026-01-25 19:42:49.000
215087,0AAAABB9wW7PKhp-WX-ycyRyDCI1tBO8Ne,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/sem/kcu_-_personal_-_non-brand_-_locations/credit union poulsbo/mr-5116/campaign id: 23238626389,0,0,0.0,0.0,Xpress App,2026-01-25 21:24:36.000
215090,4131be48aabd1cd2e326d73e2053d675,msclkid,msclkid,A_wrong_click_id_type,msclkid,Paid,Bing,utm: bing/sem/kcu_-_personal_-_brand/kitsap credit union,1,1,50.0,1500.0,Xpress App,2026-01-25 21:39:02.000
215094,0AAAABB9wW7Pg16N-VOCzdcd0RiGW7dGkL,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Ads,utm: campaign id: 23430737916,0,0,0.0,0.0,Xpress App,2026-01-25 22:22:46.000
1057102,IwY2xjawPjpIVleHRuA2FlbQEwAGFkaWQAAAZRdmEvL3NydGMGYXBwX2lkDzI0NTc5MDgxODk1NTg2OAABHqlFRt1158G_4VNl8JQNkx4Xlq8z7JSE2wqW_XbHKWL9SN1w3aJlSH2x5BgN_aem_-yv9orv4F6vNHq78lsaEtQ,fbclid,fbclid,A_wrong_click_id_type,fbclid,Paid,Meta,utm: an/paid-social/add3_leads_bussiness-performance-checking/6943244087591/{{ad_name}}/mr-4920,1,1,20000.0,9800.0,Credit Card,2026-01-26 01:53:12.000
215103,0AAAABB9wW7NUtPqHUSgC0GMGaWYppsL-Y,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/sem/kcu_-_personal_-_non-brand_-_clallam/online banking/mr-5191/campaign id: 23371442105,1,0,0.0,0.0,Xpress App,2026-01-26 01:56:07.000
215109,ClkKCAiA1JLLBhAeEkkAwX6doiPSysaENLX_xBQU5DFxzj18pCWbw4H0M0yrJjKgyTE8JiWVGEOJVoS7-cvwrDXmGioLFza_miYYBfobxCBAXKlsu2WGGgIatw,wbraid,wbraid,A_wrong_click_id_type,wbraid,Paid,YouTube,utm: youtube/video/kcu_-_yt_-_awa/mr-5116,1,1,25.0,1500.0,Xpress App,2026-01-26 07:26:48.000
1057124,0AAAABB9wW7OuHN8MvhHiS_F4041MMlxrj,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/sem/kcu_-_personal_-_brand/kitsap credit union/mr-5116/campaign id: 23379709610,0,0,0.0,0.0,Personal Loan,2026-01-26 12:56:49.000
1057152,0AAAABB9wW7NSR-jTXeJb-sPBXF4g2AgUN,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/sem/kcu_-_personal_-_brand/kitsap credit union/mr-5116/campaign id: 23228929821,1,1,2200.0,572.0,Personal Loan,2026-01-26 18:47:39.000
1057154,EAIaIQobChMIgrHR4LG7_QIVcDGtBh21pg_jEAAYASAAEgLq-_D_BwE,gclid,gclid,B_gclid_unmatched,standard GCLID not in click_view data,Paid,Google Ads,undifferentiated paid google:,0,0,0.0,0.0,Personal Loan,2026-01-26 18:49:34.000
1057186,040995e3a21d1a6cbe5efc946be206f3,msclkid,msclkid,A_wrong_click_id_type,msclkid,Paid,Bing,utm: bing/sem/kcu_-_personal_-_brand/kitsap credit union,1,1,2500.0,1225.0,Credit Card,2026-01-26 20:17:31.000
215138,0AAAABB9wW7OiIMO0DtQsKSOl-3lN8OxZf,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Ads,utm: campaign id: 23430737916,0,0,0.0,0.0,Xpress App,2026-01-26 20:35:18.000
1057210,0AAAABB9wW7O1R8S--OWa4eHtwBLlcqD9Z,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/sem/kcu_-_personal_-_brand/kitsap credit union/mr-5116/campaign id: 23228929821,0,0,0.0,0.0,Personal Loan,2026-01-26 20:47:28.000
215166,0AAAABB9wW7NSR-jTXeJb-sPBXF4g2AgUN,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/sem/kcu_-_personal_-_brand/kitsap credit union/mr-5116/campaign id: 23228929821,0,0,0.0,0.0,Xpress App,2026-01-26 23:36:51.000
215186,0AAAABB9wW7OIpWNqEXoU4UsePtu5VGIZy,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/sem/kcu_-_personal_-_brand/kitsap credit union/mr-5116/campaign id: 23379709610,0,0,0.0,0.0,Xpress App,2026-01-27 01:40:57.000
215188,0AAAABB9wW7P6Em1FzFTm7faxLC_47bvFW,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/sem/kcu_-_business_-_brand/kitsap credit union business/mr-5116/campaign id: 23282664394,1,1,100.0,1500.0,Xpress App,2026-01-27 03:19:41.000
1057432,0AAAABB9wW7PhKL3PaZc2ZjWTVeyfGbimA,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/sem/kcu_-_personal_-_brand/kitsap credit union/mr-5116/campaign id: 23228929821,1,0,0.0,0.0,Vehicle Loan,2026-01-27 18:13:34.000
215220,0AAAABB9wW7ODIQ8cY5kOVO-gXRVZs4e13,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/sem/kcu_-_personal_-_brand/kitsap credit union/mr-5116/campaign id: 23228929821,1,1,100.0,1500.0,Xpress App,2026-01-27 19:26:02.000
1057480,cb436a401f8d1fcc747702b2a95517fe,msclkid,msclkid,A_wrong_click_id_type,msclkid,Paid,Bing,"utm: bing/o/pmkt||credit_union||mr-4556||sem||microsoft-ads||prosp||001036/1318316912760549/111361/keyword: ""credit union silverdale""",0,0,0.0,0.0,Home Equity Loan,2026-01-27 20:34:23.000
1057494,0AAAABB9wW7N8Kxi3T3eShioVSv0iqTPgt,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/sem/kcu_-_personal_-_brand/kitsap credit union/mr-5116/campaign id: 23228929821,0,0,0.0,0.0,Personal Loan,2026-01-27 21:11:52.000
1057505,ClkKCAiA4KfLBhAaEkkAOBjX-e11w6kYkQjr7x0-yNyZh7qHEMx-BZ-_Ss6ofQis-Bce-4hgJydZCrShGgNzFCbh2Mp08jvFBoHFCOtIK9GJiE17p7wuGgIBbQ,wbraid,wbraid,A_wrong_click_id_type,wbraid,Paid,YouTube,utm: youtube/video/kcu_-_yt_-_awa/mr-5116,0,0,0.0,0.0,Home Equity Loan,2026-01-27 21:31:50.000
1057510,0AAAABB9wW7OuZgO-3Z3MQgbsCevOPbPdA,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/sem/kcu_-_personal_-_non-brand/money market account/mr-5116/campaign id: 23238626386,0,0,0.0,0.0,Personal Loan,2026-01-27 21:46:09.000
1057515,b07430f2354f109000ef598b070bf966,msclkid,msclkid,A_wrong_click_id_type,msclkid,Paid,Bing,utm: bing/sem/kcu_-_personal_-_brand/kitsap credit union,0,0,0.0,0.0,Personal Loan,2026-01-27 21:59:31.000
215255,0AAAABB9wW7M5U1pV6fqsCPBKvVGTYaFkw,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/sem/kcu_-_personal_-_brand/kitsap credit union/mr-5116/campaign id: 23379709610,0,0,0.0,0.0,Xpress App,2026-01-28 00:09:21.000
215280,0AAAABB9wW7PMPZi1CgCUsfLdMLDJ0N5-E,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/sem/kcu_-_personal_-_non-brand_-_clallam/online banking/mr-5191/campaign id: 23371442105,0,0,0.0,0.0,Xpress App,2026-01-28 11:19:36.000
1057654,0AAAABB9wW7O-qaLi_civl4_oplq3egvvP,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/sem/kcu_-_personal_-_brand/kitsap credit union/mr-5116/campaign id: 23379709610,0,0,0.0,0.0,Credit Card,2026-01-28 16:42:44.000
215293,ClkKCAiAm9fLBhBgEkkA7Tqbk8G5UAx8O7nok9fvg-pAroojG8w8uQNjELRpebc_hk75gIkXejDHIloI4bOPyfWnSWs7v6k7UguLp-SOg48dVDW6Ee6kGgK1-w,wbraid,wbraid,A_wrong_click_id_type,wbraid,Paid,YouTube,utm: youtube/video/pmkt_power-play-give-a-way_mr-5065/mr-5065,1,1,25.0,1500.0,Xpress App,2026-01-28 18:01:20.000
1057729,0AAAABB9wW7McLxE5EFBo7UjcTUBMtRDMh,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/sem/kcu_-_personal_-_brand/kitsap credit union/mr-5116/campaign id: 23228929821,0,0,0.0,0.0,Personal Loan,2026-01-28 21:01:59.000
215323,0AAAABB9wW7McLxE5EFBo7UjcTUBMtRDMh,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/sem/kcu_-_personal_-_brand/kitsap credit union/mr-5116/campaign id: 23228929821,1,0,0.0,0.0,Xpress App,2026-01-28 22:24:53.000
215340,f9f37816be9e156c4628116c28f38107,msclkid,msclkid,A_wrong_click_id_type,msclkid,Paid,Bing,utm: bing/sem/kcu_-_personal_-_brand/kitsap credit union,1,1,50.0,1500.0,Xpress App,2026-01-28 23:59:32.000
215349,9e1d4d1882c91a91142924624001864c,msclkid,msclkid,A_wrong_click_id_type,msclkid,Paid,Bing,utm: bing/sem/kcu_-_personal_-_brand/kitsap credit union,1,1,25.0,1500.0,Xpress App,2026-01-29 02:22:20.000
1057873,0AAAABB9wW7Npa2Ck8e94JJdPATYvsRbrw,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/sem/kcu_-_personal_-_brand/kitsap credit union/mr-5116/campaign id: 23228929821,1,1,80000.0,28800.0,Home Equity Loan,2026-01-29 13:29:01.000
1057920,0AAAABB9wW7M5os69KtdjBfDN4iNFjL_jh,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Ads,utm: campaign id: 23430737916,1,0,0.0,0.0,Vehicle Loan,2026-01-29 19:28:34.000
1057925,IwY2xjawPobnpleHRuA2FlbQEwAGFkaWQAAAZQ-lPn53NydGMGYXBwX2lkDzI0NTc5MDgxODk1NTg2OAABHiJ1R604UpBmHUQlFFtfBvJEtdskny2E_I0LqPhe2wzmiX6xgCPoUpFPq5kj_aem_ohLcQD-MooM7wa4ZA6Xl4g,fbclid,fbclid,A_wrong_click_id_type,fbclid,Paid,Meta,utm: an/paid-social/add3_leads_bussiness-performance-checking/6943244088791/{{ad_name}}/mr-4920,0,0,0.0,0.0,Personal Loan,2026-01-29 19:45:56.000
1057955,0AAAABB9wW7MckLb8BZJZIb5R9vWbQGnQq,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/sem/kcu_-_personal_-_brand/kitsap credit union/mr-5116/campaign id: 23379709610,0,0,0.0,0.0,Credit Card,2026-01-29 20:52:33.000
1057991,IwY2xjawPnsAtleHRuA2FlbQEwAGFkaWQAAAZRdmE2_3Vzcm0AAAAAAAAAF3NydGMGYXBwX2lkDzI0NTc5MDgxODk1NTg2OAABHmaPiRKCzkmffJAmTRbrm-MZJ1j2SUAkkJphd_lDhZfmC0E5qVORd3qEW6St_aem_q6SeE_BG2Es-reVv1BdsQQ,fbclid,fbclid,A_wrong_click_id_type,fbclid,Paid,Meta,utm: an/paid-social/add3_leads_bussiness-performance-checking/6943244088791/{{ad_name}}/mr-4920,1,0,0.0,0.0,Vehicle Loan,2026-01-29 22:02:45.000
1058007,0AAAABB9wW7PfRKPAzg0Vb-cnQR6bAbz37,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/sem/kcu_-_personal_-_brand/kitsap credit union/mr-5116/campaign id: 23379709610,0,0,0.0,0.0,Vehicle Loan,2026-01-29 22:26:11.000
1058009,0AAAABB9wW7N9I3RIjUUEqzsZ9cqgZUPA5,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/sem/kcu_-_personal_-_brand/kitsap credit union/mr-5116/campaign id: 23228929821,0,0,0.0,0.0,Personal Loan,2026-01-29 22:43:48.000
1058112,IwY2xjawPobnpleHRuA2FlbQEwAGFkaWQAAAZQ-lPn53NydGMGYXBwX2lkDzI0NTc5MDgxODk1NTg2OAABHiJ1R604UpBmHUQlFFtfBvJEtdskny2E_I0LqPhe2wzmiX6xgCPoUpFPq5kj_aem_ohLcQD-MooM7wa4ZA6Xl4g,fbclid,fbclid,A_wrong_click_id_type,fbclid,Paid,Meta,utm: an/paid-social/add3_leads_bussiness-performance-checking/6943244088791/{{ad_name}}/mr-4920,1,0,0.0,0.0,Vehicle Loan,2026-01-30 05:18:29.000
1058113,IwY2xjawPpKEFleHRuA2FlbQEwAGFkaWQAAAZRdmE2_3NydGMGYXBwX2lkDzI0NTc5MDgxODk1NTg2OAABHmj_A_coAF5lS4WLY7w__rVuQhPMW8k0mNPXzD-1eschfIoO9v9IkISac56Q_aem_PFqBpGe4Y2ggIxn4PsENzg,fbclid,fbclid,A_wrong_click_id_type,fbclid,Paid,Meta,utm: an/paid-social/add3_leads_bussiness-performance-checking/6943244088791/{{ad_name}}/mr-4920,1,1,13803.71,1932.5194,Vehicle Loan,2026-01-30 06:20:51.000
215425,0AAAABB9wW7NJWecBun3Ve9uwZ2o8N0Y__,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/sem/kcu_-_personal_-_brand/kitsap credit union/mr-5116/campaign id: 23228929821,0,0,0.0,0.0,Xpress App,2026-01-30 15:47:27.000
215433,IwY2xjawPpX7tleHRuA2FlbQEwAGFkaWQAAAZQ-lPn53NydGMGYXBwX2lkDzI0NTc5MDgxODk1NTg2OAABHlrAcI7I76o5gpkwT3ArfGQtsMGeM3eqjOgQu4ZNJzcI08ufyK1-pQd_dRm4_aem_9elvaU9S4z9pyHXYdy0eRg,fbclid,fbclid,A_wrong_click_id_type,fbclid,Paid,Meta,utm: an/paid-social/add3_leads_bussiness-performance-checking/6943244088791/{{ad_name}}/mr-4920,1,1,25.0,1500.0,Xpress App,2026-01-30 17:15:07.000
1058200,IwY2xjawPmcD9leHRuA2FlbQEwAGFkaWQAAAZRdmEvL3NydGMGYXBwX2lkDzI0NTc5MDgxODk1NTg2OAABHmV2vhlzoVKyk2iqOqSF1kNq7BPq2W388Pox_JM1Ep2AGg45AHGTLLVMlInF_aem_O5peymJGmPz2tQSvP8Zw_w,fbclid,fbclid,A_wrong_click_id_type,fbclid,Paid,Meta,utm: an/paid-social/add3_leads_bussiness-performance-checking/6943244087591/{{ad_name}}/mr-4920,0,0,0.0,0.0,Credit Card,2026-01-30 20:09:02.000
215462,d02832d3831a1139531a5bae8818ba0e,msclkid,msclkid,A_wrong_click_id_type,msclkid,Paid,Bing,utm: bing/sem/kcu_-_personal_-_brand/kitsap credit union,1,1,25.0,1500.0,Xpress App,2026-01-30 20:12:10.000
215474,0AAAABB9wW7O6Rg2KLbkqva4vHaDeBiIJH,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/sem/kcu_-_personal_-_brand/kitsap credit union near me/mr-5116/campaign id: 23228929821,0,0,0.0,0.0,Xpress App,2026-01-30 21:07:26.000
215497,0AAAABB9wW7MuERR54jZ9mrlAyPZYLvfR2,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/x/23435834843/campaign id: 23430737916,0,0,0.0,0.0,Xpress App,2026-01-30 23:23:22.000
215509,0AAAABB9wW7OIkMhIWabLYOsSIyIQLcytu,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/x/23435834843/mr-5116/campaign id: 23430737916,0,0,0.0,0.0,Xpress App,2026-01-31 01:23:45.000
1058473,0AAAABB9wW7MOH-_NOLxQ9Z2pWPStnsBlD,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/sem/kcu_-_personal_-_brand/kitsap credit union/mr-5116/campaign id: 23228929821,1,1,1250.0,612.5,Credit Card,2026-01-31 10:32:01.000
1058475,0AAAABB9wW7MOH-_NOLxQ9Z2pWPStnsBlD,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/sem/kcu_-_personal_-_brand/kitsap credit union/mr-5116/campaign id: 23228929821,0,0,0.0,0.0,Personal Loan,2026-01-31 10:34:34.000
1058481,5f12c34b1a241f89dfbdab06f5f038ba,msclkid,msclkid,A_wrong_click_id_type,msclkid,Paid,Bing,"utm: bing/o/pmkt||credit_union||mr-4556||sem||microsoft-ads||prosp||001036/1318316912760549/111198/keyword: ""silverdale cu""",1,1,12000.0,3120.0,Personal Loan,2026-01-31 16:15:57.000
215527,IwY2xjawPrFQpleHRuA2FlbQEwAGFkaWQAAAZQ-lPn53Vzcm0AAAAAAAAAF3NydGMGYXBwX2lkDzI0NTc5MDgxODk1NTg2OAABHgz4OFLelYL25ON2pI69pGXfuI-C0wvEYnQf3HV81-AtkEqmEHY5bz9iMmt4_aem_rMr_9CcZf2CYfZiiaEKd5g,fbclid,fbclid,A_wrong_click_id_type,fbclid,Paid,Meta,utm: an/paid-social/add3_leads_bussiness-performance-checking/6943244088791/{{ad_name}}/mr-4920,1,1,4500.0,1500.0,Xpress App,2026-01-31 20:14:58.000
215540,0AAAABB9wW7P-GzxcA7jgcls65Rb5YGmZ6,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/sem/kcu_-_personal_-_brand/kitsap credit union/mr-5116/campaign id: 23228929821,1,1,3450.0,1500.0,Xpress App,2026-02-01 00:28:32.000
1058820,7db96d8dee0512c8e20c04f34ebd006a,msclkid,msclkid,A_wrong_click_id_type,msclkid,Paid,Bing,utm: bing/sem/kcu_-_personal_-_brand/kitsap credit union,0,0,0.0,0.0,Personal Loan,2026-02-01 00:52:34.000
215545,0AAAABB9wW7Ogbqb95Z15R-SaHiEV8Qkeh,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/sem/kcu_-_personal_-_non-brand/online banking/mr-5116/campaign id: 23238626386,0,0,0.0,0.0,Xpress App,2026-02-01 10:16:00.000
215559,Cj0KCQiAkPzLBhD4ARIsAGfah8iVI69zwluFMZ7uBd6fPbYiHCzwQrCcO8yM9rD83RkKYBCCgkMINW4aAl4GEALw_wcB,gclid,gclid,B_gclid_unmatched,standard GCLID not in click_view data,Paid,Google Search,utm: google/sem/kcu_-_personal_-_brand/kitsap credit union/mr-5116/campaign id: 23228929821,0,0,0.0,0.0,Xpress App,2026-02-01 20:58:13.000
1059053,0AAAABB9wW7PlH7Wk3Nux5vEPK-gFDw-cp,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/sem/kcu_-_business_-_brand/kitsap credit union business/mr-5116/campaign id: 23282664394,1,1,25000.0,12250.0,Credit Card,2026-02-01 23:18:58.000
215572,fe62f22ee8491e486b1b9b5134f8b000,msclkid,msclkid,A_wrong_click_id_type,msclkid,Paid,Bing,utm: bing/sem/kcu_-_personal_-_brand/kitsap credit union,1,1,10000.0,1500.0,Xpress App,2026-02-02 01:26:51.000
1059167,Cj0KCQiAkPzLBhD4ARIsAGfah8jyS9ukDlc1ft0FLT7ITQYVm-WSBx9YtF7jaNzdZhBRdNqXMi0efvAaAqedEALw_wcB,gclid,gclid,B_gclid_unmatched,standard GCLID not in click_view data,Paid,Google Search,utm: google/sem/kcu_-_personal_-_brand/kitsap credit union/mr-5116/campaign id: 23379709610,0,0,0.0,0.0,Personal Loan,2026-02-02 03:51:51.000
215578,EAIaIQobChMIlLPzvvS5kgMVxidECB2VcijGEAAYASAAEgL7tPD_BwE,gclid,gclid,B_gclid_unmatched,standard GCLID not in click_view data,Paid,Google Search,utm: google/x/23434304363/mr-5191/campaign id: 23429247111,0,0,0.0,0.0,Xpress App,2026-02-02 04:02:59.000
215580,0AAAABB9wW7PZu2rMazGwmiwAf3ah0rN3w,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/sem/kcu_-_personal_-_brand/kitsap credit union/mr-5116/campaign id: 23379709610,1,0,0.0,0.0,Xpress App,2026-02-02 04:42:06.000
215585,EAIaIQobChMI99TH8Om6kgMV4RGtBh3H9CswEAAYASAAEgIbUPD_BwE,gclid,gclid,B_gclid_unmatched,standard GCLID not in click_view data,Paid,Google Search,utm: google/x/23434304363/mr-5191/campaign id: 23429247111,0,0,0.0,0.0,Xpress App,2026-02-02 12:44:18.000
215589,EAIaIQobChMIrazFheK4kgMVKRatBh1y-CvwEAAYASAAEgKS8fD_BwE,gclid,gclid,B_gclid_unmatched,standard GCLID not in click_view data,Paid,Google Search,utm: google/x/23434304363/mr-5191/campaign id: 23429247111,1,1,2500.0,1500.0,Xpress App,2026-02-02 13:50:55.000
1059174,EAIaIQobChMI196vk4K7kgMVo87CBB0lojmGEAAYASADEgKfhvD_BwE,gclid,gclid,B_gclid_unmatched,standard GCLID not in click_view data,Paid,Google Search,utm: google/x/23434304363/mr-5116/campaign id: 23429247111,0,0,0.0,0.0,Credit Card,2026-02-02 14:42:47.000
215596,0AAAABB9wW7MHP7g1IJ2AxbBa0U3NNbtIw,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/sem/kcu_-_personal_-_non-brand_-_locations/kitsap bank/mr-5116/campaign id: 23238626389,1,0,0.0,0.0,Xpress App,2026-02-02 17:32:10.000
1059254,0AAAABB9wW7PMX831fTYs4M_Cckrdscs1g,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/sem/kcu_-_personal_-_brand/kitsap credit union/mr-5116/campaign id: 23228929821,1,0,0.0,0.0,Vehicle Loan,2026-02-02 20:29:01.000
