campaign_name,ad_group_name,keyword,match_type,impressions,clicks,cost,conversions
KCU - Personal - Brand Brand Geo Test,Banking Location,kitsap credit union silverdale,PHRASE,210,42,103.65342700000001,9.0
KCU - Personal - Brand,Banking Location,kitsap credit union locations,PHRASE,172,38,156.056678,28.396111
KCU - Personal - NB Extended,Certificates,cd rates,PHRASE,328,36,287.101907,3.0
KCU - Personal - NB,General Banking,open bank account,PHRASE,761,35,777.790455,13.333333
KCU - Personal - Brand,General Banking,kitsap credit union online banking,PHRASE,73,33,34.791361,1.0
KCU - Personal - NB,Certificates,credit union cd rates,BROAD,794,33,341.46369500000003,4.284714
KCU - Business - Brand,General Banking,kitsap credit union business,PHRASE,155,29,335.014676,6.75
KCU - Personal - Brand,Banking Location,kitsap credit union gig harbor,PHRASE,195,29,73.122086,9.0
KCU - Personal - NB Locations,Location - Poulsbo,poulsbo bank,PHRASE,454,28,319.467961,9.0
KCU - Personal - NB Locations,Location - Gig Harbor,credit union gig harbor,PHRASE,232,27,329.012358,1.0
KCU - Personal - NB,Savings Accounts,open savings account,PHRASE,396,27,390.15808599999997,7.5
KCU - Personal - NB,Savings Accounts,savings account interest rates,PHRASE,261,25,115.77,0.0
KCU - Personal - NB,Checking Accounts,checking account,PHRASE,466,24,582.91,7.0
KCU - Business - NB,General Banking,business banking accounts,PHRASE,507,24,612.071574,5.98069
KCU - Personal - Brand Brand Geo Test,Banking Location,kitsap credit union port orchard,PHRASE,177,23,69.95986500000001,10.0
KCU - Personal - NB,Digital Accounts,online account opening,PHRASE,278,23,725.6746360000001,9.5
KCU - Personal - Brand Brand Geo Test,Banking Location,kitsap credit union branches,PHRASE,137,22,99.24683900000001,8.0
KCU - Personal - NB,Checking Accounts,open checking account,PHRASE,422,22,637.930109,11.5
KCU - Personal - NB Locations,Location - Bremerton,bremerton bank,PHRASE,354,22,362.536558,4.0
KCU - Personal - NB Locations,Location - Gig Harbor,gig harbor bank,PHRASE,373,21,231.568432,1.583334
KCU - Personal - Brand,Banking Location,kitsap credit union belfair,PHRASE,164,20,51.738205,10.992129
KCU - Personal - Brand Brand Geo Test,General Banking,kitsap federal credit union,PHRASE,77,19,19.975603,2.0
KCU - Business - NB,General Banking,open business bank account,PHRASE,622,19,585.840846,2.0
KCU - Personal - Brand,Banking Location,kitsap credit union puyallup,PHRASE,181,19,67.519933,4.0
KCU - Personal - NB,Digital Accounts,online bank,PHRASE,323,18,313.95513700000004,2.0
KCU - Personal - NB Locations,Location - Puyallup,puyallup bank,PHRASE,429,17,208.69,1.0
KCU - Personal - NB,Money Market Accounts,money market rates,PHRASE,134,17,56.127563,0.0
KCU - Personal - NB Locations,Location - Poulsbo,credit union poulsbo,PHRASE,95,17,160.19598100000002,1.5
KCU - Personal - NB Extended,Certificates,cd rates,BROAD,142,16,146.93632,1.0
KCU - Business - NB,Digital Accounts,commercial online banking,PHRASE,227,16,264.822992,1.0
KCU - Personal - NB,Digital Accounts,mobile banking,PHRASE,313,16,323.538857,2.5
KCU - Personal - NB Locations,Location - Port Townsend,port townsend bank,PHRASE,270,16,243.552956,1.5
KCU - Personal - Brand,Personal Banking,kitsap credit union accounts,PHRASE,76,16,55.065913,3.0
KCU - Personal - NB,Digital Accounts,online checking account,PHRASE,236,15,412.21000000000004,9.0
KCU - Personal - NB,Digital Accounts,internet banking,PHRASE,141,15,123.88000000000001,1.0
KCU - Personal - Brand Brand Geo Test,Banking Location,kitsap credit union bremerton,PHRASE,125,15,66.93,5.5
KCU - Personal - Brand Brand Geo Test,Personal Banking,kitsap credit union banking,PHRASE,108,12,37.34,3.0
KCU - Personal - NB Locations,Location - Belfair,credit union belfair,PHRASE,76,12,133.868394,2.916667
KCU - Personal - Brand Brand Geo Test,Banking Location,kitsap credit union poulsbo,PHRASE,85,11,37.21,4.0
KCU - Personal - NB,Money Market Accounts,money market account,PHRASE,166,11,61.209673,0.0
KCU - Personal - NB Locations,Location - Port Townsend,credit union port townsend,PHRASE,101,11,122.876262,2.0
KCU - Personal - NB Locations,Location - Silverdale,silverdale bank,PHRASE,340,10,291.478548,4.0
KCU - Personal - NB,Money Market Accounts,best money market account,BROAD,256,10,110.69999999999999,0.0
KCU - Personal - NB,General Banking,new bank account,PHRASE,58,9,180.449701,1.5
KCU - Personal - NB Extended,Certificates,credit union certificate,BROAD,199,9,158.818997,0.0
KCU - Personal - NB Locations,Location - Bainbridge,credit union bainbridge,PHRASE,57,8,98.745621,6.0
KCU - Personal - NB,Savings Accounts,credit union savings account,PHRASE,89,8,75.084373,0.0
KCU - Personal - NB,Digital Accounts,open bank account online,PHRASE,114,7,207.13,6.0
KCU - Personal - NB,Money Market Accounts,high yield money market,BROAD,117,7,30.95,0.0
KCU - Personal - Brand Brand Geo Test,Personal Banking,kitsap credit union rates,PHRASE,24,7,10.390099,0.5
KCU - Personal - Brand Brand Geo Test,Banking Location,kitsap credit union kingston,PHRASE,41,7,20.99,3.0
KCU - Personal - NB,Certificates,certificate of deposit,PHRASE,82,7,21.841911,1.0
KCU - Business - NB,Digital Accounts,online business banking services,PHRASE,106,7,189.7,3.0
KCU - Personal - Brand Brand Geo Test,Banking Location,kitsap credit union puyallup,PHRASE,23,6,16.39,1.0
KCU - Personal - NB,Certificates,certificate of deposit rates,PHRASE,172,6,24.4,0.0
KCU - Personal - NB Extended,General Banking,online banking,PHRASE,97,6,153.199675,0.0
KCU - Personal - NB,Digital Accounts,banking app,PHRASE,42,6,118.57,0.0
KCU - Personal - NB,Savings Accounts,best savings account,PHRASE,56,6,44.730677,0.0
KCU - Personal - NB Locations,Location - Belfair,belfair bank,PHRASE,61,5,162.65,3.0
KCU - Business - NB,Savings Accounts,business savings account,PHRASE,77,5,85.36,1.25
KCU - Personal - NB Extended,Certificates,best cd rates,BROAD,59,5,110.28,1.0
KCU - Personal - NB,Money Market Accounts,money market vs savings,BROAD,51,5,37.92,0.0
KCU - Personal - NB Locations,Location - Kitsap,local credit union,PHRASE,104,5,179.777593,0.0
KCU - Personal - NB Locations,Location - Port Hadlock,port hadlock bank,PHRASE,62,5,60.35,0.0
KCU - Business - NB,General Banking,start business bank account,PHRASE,192,5,129.18,1.0
KCU - Personal - Brand Brand Geo Test,Banking Location,kitsap credit union locations,PHRASE,24,5,21.298597,2.0
KCU - Personal - NB,Certificates,certificate of deposit,BROAD,101,4,18.33,0.0
KCU - Personal - Brand Brand Geo Test,Banking Location,kitsap credit union near me,PHRASE,45,4,18.191282,2.0
KCU - Personal - Brand Brand Geo Test,Banking Location,kitsap credit union port townsend,PHRASE,67,4,11.17,2.0
KCU - Personal - Brand,Banking Location,kitsap credit union bainbridge,PHRASE,23,4,14.41,2.492718
KCU - Personal - Brand Brand Geo Test,Banking Location,kitsap credit union belfair,PHRASE,57,4,9.75,1.0
KCU - Personal - NB Locations,Location - Kingston,kingston bank,PHRASE,91,4,39.129999999999995,0.0
KCU - Personal - Brand Brand Geo Test,General Banking,kitsap credit union online banking,PHRASE,12,4,8.08,0.0
KCU - Personal - Brand Brand Geo Test,Banking Location,kitsap credit union gig harbor,PHRASE,40,3,14.17,0.0
KCU - Personal - NB,Certificates,ira cd rates,BROAD,18,3,14.81,0.0
KCU - Personal - NB,Digital Accounts,online only bank account,PHRASE,47,3,258.938402,1.0
KCU - Personal - NB Extended,Digital Accounts,online bank,PHRASE,18,3,13.4,0.0
KCU - Business - NB,Checking Accounts,open business checking account,PHRASE,129,3,48.85,2.0
KCU - Personal - NB,Certificates,credit union cd rates,PHRASE,4,3,9.756884,0.0
KCU - Business - NB,General Banking,online business banking,PHRASE,117,2,97.59,0.0
KCU - Personal - NB,Money Market Accounts,money market account near me,BROAD,3,2,8.15,0.0
KCU - Personal - NB,Certificates,certificate of deposit rates,BROAD,119,2,15.46,0.0
KCU - Business - NB,General Banking,business bank account,PHRASE,66,2,45.82,3.0
KCU - Personal - NB,Money Market Accounts,best money market account,PHRASE,36,2,11.76,0.0
KCU - Business - NB,Digital Accounts,business banking app,PHRASE,1,2,8.3,0.0
KCU - Personal - NB,Savings Accounts,savings account near me,PHRASE,3,1,8.3,0.0
KCU - Personal - NB,Money Market Accounts,high yield money market,PHRASE,5,1,3.96,0.0
KCU - Business - NB,General Banking,banking business services,PHRASE,19,1,19.72,0.0
KCU - Personal - Brand,Personal Banking,kitsap credit union membership,PHRASE,4,1,6.59,0.0
KCU - Personal - NB Extended,General Banking,open bank account,PHRASE,11,1,35.28,0.0
KCU - Personal - NB Locations,Location - Kingston,banking in kingston,PHRASE,12,1,16.73,0.0
KCU - Personal - NB Locations,Location - Kingston,credit union kingston,PHRASE,12,1,8.1,0.0
KCU - Personal - NB Extended,Certificates,certificate of deposit rates,PHRASE,7,1,3.27,0.0
KCU - Personal - NB,Checking Accounts,joint checking account,PHRASE,72,1,19.28,0.0
KCU - Personal - NB,Checking Accounts,free checking account,PHRASE,13,1,96.11,0.0
KCU - Personal - NB,Checking Accounts,checking account no fees,PHRASE,48,1,108.37,1.0
KCU - Personal - NB Locations,Location - Port Hadlock,credit union port hadlock,PHRASE,1,1,7.49,1.0
KCU - Personal - NB Extended,Certificates,jumbo cd rates,BROAD,2,1,2.69,0.0
KCU - Personal - NB,Certificates,jumbo cd rates,PHRASE,22,1,2.98,0.0
KCU - Business - NB,Savings Accounts,business money savings,PHRASE,26,1,33.14,0.0
KCU - Personal - Brand,Banking Location,kitsap credit union port hadlock,PHRASE,8,1,3.31,0.0
KCU - Personal - Brand Brand Geo Test,General Banking,kitsap community credit union,PHRASE,2,1,0.64,0.0
KCU - Personal - NB Extended,Certificates,best cd rates,PHRASE,5,1,30.21,0.0
KCU - Personal - NB Extended,General Banking,personal bank account,PHRASE,2,0,0.0,0.0
KCU - Personal - NB Extended,General Banking,new bank account,PHRASE,4,0,0.0,0.0
KCU - Business - NB,Digital Accounts,business online banking,PHRASE,9,0,0.0,0.0
KCU - Personal - NB Extended,General Banking,start bank account,PHRASE,1,0,0.0,0.0
KCU - Personal - NB Locations,Location - Bainbridge,bainbridge bank,PHRASE,1,0,0.0,0.0
KCU - Business - NB,Digital Accounts,digital business banking,PHRASE,8,0,0.0,0.0
KCU - Business - NB,Digital Accounts,digital business account,PHRASE,4,0,0.0,0.0
KCU - Personal - NB Extended,General Banking,better bank account,PHRASE,5,0,0.0,0.0
KCU - Business - NB,Digital Accounts,business banking platform,PHRASE,4,0,0.0,0.0
KCU - Business - NB,Checking Accounts,small business checking account,PHRASE,3,0,0.0,0.0
KCU - Business - NB,Checking Accounts,nonprofit checking account,PHRASE,2,0,0.0,0.0
KCU - Business - NB,Checking Accounts,credit union business checking,PHRASE,3,0,0.0,0.0
KCU - Business - NB,Checking Accounts,business checking account,PHRASE,10,0,0.0,0.0
KCU - Personal - NB Extended,General Banking,how to open checking account,PHRASE,3,0,0.0,0.0
KCU - Personal - NB,General Banking,transfer bank accounts,PHRASE,5,0,0.0,0.0
KCU - Personal - NB Extended,Digital Accounts,online only bank account,PHRASE,2,0,0.0,0.0
KCU - Personal - NB Extended,Digital Accounts,online checking account,PHRASE,1,0,0.0,0.0
KCU - Personal - NB,Checking Accounts,credit union checking account,PHRASE,15,0,0.0,0.0
KCU - Personal - NB,Checking Accounts,checking accounts near me,PHRASE,1,0,0.0,0.0
KCU - Business - NB,Checking Accounts,best business checking account,PHRASE,5,0,0.0,0.0
KCU - Personal - NB,Checking Accounts,best checking account,PHRASE,8,0,0.0,0.0
KCU - Personal - NB,Certificates,short term cd,PHRASE,1,0,0.0,0.0
KCU - Personal - NB,Certificates,short term cd,BROAD,1,0,0.0,0.0
KCU - Personal - NB,Certificates,share certificate rates,BROAD,1,0,0.0,0.0
KCU - Personal - NB,Certificates,share certificate,BROAD,1,0,0.0,0.0
KCU - Personal - NB,Certificates,jumbo cd rates,BROAD,3,0,0.0,0.0
KCU - Personal - NB,Certificates,credit union certificate,PHRASE,1,0,0.0,0.0
KCU - Personal - NB,Certificates,certificate accounts,PHRASE,20,0,0.0,0.0
KCU - Personal - NB,Certificates,certificate accounts,BROAD,2,0,0.0,0.0
KCU - Business - NB,Savings Accounts,best business savings account,PHRASE,1,0,0.0,0.0
KCU - Personal - NB,Certificates,cd account near me,BROAD,1,0,0.0,0.0
KCU - Personal - Brand Brand Geo Test,Personal Banking,kitsap credit union accounts,PHRASE,2,0,0.0,0.0
KCU - Personal - NB,Digital Accounts,digital banking,PHRASE,1,0,0.0,0.0
KCU - Personal - NB,Digital Accounts,mobile bank app,PHRASE,1,0,0.0,0.0
KCU - Business - NB,General Banking,open business checking account online,PHRASE,2,0,0.0,0.0
KCU - Personal - NB,Savings Accounts,online savings account,PHRASE,6,0,0.0,0.0
KCU - Personal - NB Extended,Digital Accounts,banking app,PHRASE,1,0,0.0,0.0
KCU - Personal - NB Extended,Certificates,long term cd,BROAD,1,0,0.0,0.0
KCU - Personal - NB Extended,Certificates,certificate of deposit rates,BROAD,2,0,0.0,0.0
KCU - Business - NB,Digital Accounts,online business banking account,PHRASE,2,0,0.0,0.0
KCU - Personal - NB,Savings Accounts,savings account rates,PHRASE,9,0,0.0,0.0
KCU - Business - NB,Digital Accounts,open business account online,PHRASE,31,0,0.0,0.0
KCU - Business - NB,General Banking,banking for business,PHRASE,1,0,0.0,0.0
KCU - Personal - NB,General Banking,better bank account,PHRASE,2,0,0.0,0.0
KCU - Personal - NB,Money Market Accounts,money market account rates,PHRASE,5,0,0.0,0.0
KCU - Business - NB,General Banking,best small business bank account,PHRASE,1,0,0.0,0.0
KCU - Personal - NB,General Banking,start bank account,PHRASE,10,0,0.0,0.0
KCU - Personal - NB,General Banking,personal bank account,PHRASE,20,0,0.0,0.0
KCU - Personal - NB,General Banking,open checking account online,PHRASE,3,0,0.0,0.0
KCU - Business - NB,General Banking,how to open business checking account,PHRASE,1,0,0.0,0.0
X KCU - Business - Non-Brand Locations,Location - Kitsap,business banking near me,PHRASE,21,0,0.0,0.0
